0,0.7171664109972407,
1,0.03102281894943121,
2,0.014930435551887708,
3,0.010627030468110156,
4,0.008652918934042698,
5,0.0077935524420261835,
6,0.0072547691886000526,
7,0.006786656376178706,
8,0.006534013659526158,
9,0.006198204822415336,
10,0.005965949051944271,
11,0.006049361872298838,
12,0.005754270833581646,
13,0.005708205777898304,
14,0.005609200749975095,
15,0.005711462180856895,
16,0.005367698854691246,
17,0.005537673988741183,
18,0.005558143497588746,
19,0.005612655564268461,
20,0.005111160965162063,
21,0.005015142371085885,
22,0.00494109541858723,
23,0.00478578404307138,
24,0.004806744682967042,
25,0.004903680171022183,
26,0.004587640776390242,
27,0.004721658804716725,
28,0.0046528476112768355,
29,0.004821590128282319,
30,0.004680442908823853,
31,0.004466554595965713,
32,0.004433486391839014,
33,0.0049332165839456555,
