feature,mean_importance
MATCH_ZONE_J_OBSERVATION_ID_00139bdd5f3041dddf79a2176bb57a6b,0.0
MATCH_ZONE_J_OBSERVATION_ID_00124fef48fbf75006cdb872541b0a12,0.0
MATCH_ZONE_J_OBSERVATION_ID_001196c7340ea4fd1d89faef91a54ed7,0.0
MATCH_ZONE_J_OBSERVATION_ID_0001f1d335f8bc2accb050b7ac712625,0.0
MATCH_ZONE_J_OBSERVATION_ID_00114f2c4ed2a815d312a7d219360534,0.0
MATCH_ZONE_J_OBSERVATION_ID_00ab64fe9a5b939c98d86f3192bdd462,0.0
MATCH_ZONE_J_OBSERVATION_ID_00a00c636e7637c3dc33223afc54b2d3,0.0
MATCH_ZONE_J_OBSERVATION_ID_009cd0e2b257cbe01d2db649bd8099ed,0.0
MATCH_ZONE_J_OBSERVATION_ID_0098cb44a4de72ef4a5282d941b91258,0.0
MATCH_ZONE_J_OBSERVATION_ID_0096a6973c0ff8f2421d85cbf682e9fc,0.0
MATCH_ZONE_J_OBSERVATION_ID_0093b4257bd323661b9534767fe192f9,0.0
MATCH_ZONE_J_OBSERVATION_ID_0086fe658d34225f0109fce2e079f717,0.0
MATCH_ZONE_J_OBSERVATION_ID_0081bede81dbccf34c277a9bf3f701b6,0.0
MATCH_ZONE_J_OBSERVATION_ID_007a6ceb94aa036067fd28d101b46113,0.0
MATCH_ZONE_J_OBSERVATION_ID_0076a8beaf5d7943bd66391da66ee574,0.0
MATCH_ZONE_J_OBSERVATION_ID_00749e69359da94b8e4b6e53c7ea3b9a,0.0
MATCH_ZONE_J_OBSERVATION_ID_006ce181c872eb51af3e88b6bfdc5b8d,0.0
MATCH_ZONE_J_OBSERVATION_ID_0068dfc8c59c292d26bac90fb95dedc7,0.0
MATCH_ZONE_J_OBSERVATION_ID_005d8d745e073a68e9f0065e85626ceb,0.0
MATCH_ZONE_J_OBSERVATION_ID_0059fa3800cfbe638bdab01a9edc9d9d,0.0
MATCH_ZONE_J_OBSERVATION_ID_005799637585739b7ba3905888360c83,0.0
MATCH_ZONE_J_OBSERVATION_ID_005516a81950eaa04a72d324b8e1ba7e,0.0
MATCH_ZONE_J_OBSERVATION_ID_005257024d745393864dac8cc92d5367,0.0
MATCH_ZONE_J_OBSERVATION_ID_0049bb788566bec89bd47ed1aa6602bf,0.0
MATCH_ZONE_J_OBSERVATION_ID_0044a2b2b7a67b71e45aa21827505109,0.0
MATCH_ZONE_J_OBSERVATION_ID_003980e631d5f09e02cbcea7fa9266cc,0.0
MATCH_ZONE_J_OBSERVATION_ID_0037cb7fdeefb595681b153d3637e530,0.0
MATCH_ZONE_J_OBSERVATION_ID_0032c32a61821462507a44fb48e6152c,0.0
MATCH_ZONE_J_OBSERVATION_ID_002cd80f1f34d290082168852c85a1d4,0.0
MATCH_ZONE_J_OBSERVATION_ID_00225fef4848e0cd91c954584a4110d2,0.0
MATCH_ZONE_J_OBSERVATION_ID_0021005a47d7593f5b5742079d68f37c,0.0
MATCH_ZONE_J_OBSERVATION_ID_001c687a38d96f068e7055e0fe48b7ff,0.0
MATCH_ZONE_J_OBSERVATION_ID_00badc6b55dd5cbf7cb8ae234464c7bc,0.0
MATCH_ZONE_J_OBSERVATION_ID_00bbdb09ef07b68218a621f936daf925,0.0
MATCH_ZONE_J_OBSERVATION_ID_00bf7295f58b79ff15993da35e919b92,0.0
MATCH_ZONE_J_OBSERVATION_ID_00adb197fdf55486da941a4c2750bd67,0.0
MATCH_ZONE_J_OBSERVATION_ID_00cb1327a660da2df64b09e5b68a69c8,0.0
MATCH_ZONE_J_OBSERVATION_ID_015934354fd47e2cb5879839789946a6,0.0
MATCH_ZONE_J_OBSERVATION_ID_0152f382e26c0a3968622c21600f2daa,0.0
MATCH_ZONE_J_OBSERVATION_ID_014fa5170aa810d5dbe3eab0fdba0ff6,0.0
MATCH_ZONE_J_OBSERVATION_ID_0149580946928608fe8874d7c4514f1b,0.0
MATCH_ZONE_J_OBSERVATION_ID_01489a36a9c6ca940a7aefda46b225bb,0.0
MATCH_ZONE_J_OBSERVATION_ID_0147d0224c6d78c9427e49088b739ee0,0.0
MATCH_ZONE_J_OBSERVATION_ID_0142841196ed019cc5a014a6d0387180,0.0
MATCH_ZONE_J_OBSERVATION_ID_0138a067bcc8b065f2bc65a077a60336,0.0
MATCH_ZONE_J_OBSERVATION_ID_012c5bb27300f05976a471881134f271,0.0
MATCH_ZONE_J_OBSERVATION_ID_012a7db4c15679ac14122db53d40c5a3,0.0
MATCH_ZONE_J_OBSERVATION_ID_0123193b334fc6c8759e4ec79cfc4e58,0.0
MATCH_ZONE_J_OBSERVATION_ID_0121a61bbc8a08888b73c1a825b3222c,0.0
MATCH_ZONE_J_OBSERVATION_ID_0112c937421236bbe0e5fe5e8680a5b7,0.0
MATCH_ZONE_J_OBSERVATION_ID_010bf8b4c5926693b321571eba102aab,0.0
MATCH_ZONE_J_OBSERVATION_ID_010217c0482113d45b7d62dfd75be8ef,0.0
MATCH_ZONE_J_OBSERVATION_ID_00f7dd47f498214842656f33a760b6ed,0.0
MATCH_ZONE_J_OBSERVATION_ID_00efbadd35d3c81df1beea435326c40e,0.0
MATCH_ZONE_J_OBSERVATION_ID_00ea8587aead2a3164f5c78938c9ffce,0.0
MATCH_ZONE_J_OBSERVATION_ID_00ea16b6ab3585bd12bc25716cdd8c7d,0.0
MATCH_ZONE_J_OBSERVATION_ID_00e7861a433a956fea0dfbb1af4ea2a4,0.0
MATCH_ZONE_J_OBSERVATION_ID_00e538d57d470a97b69664639a79840e,0.0
MATCH_ZONE_J_OBSERVATION_ID_00de02d0236d67ed19f6c3141323c708,0.0
MATCH_ZONE_J_OBSERVATION_ID_00d58467d88988f7abae07e967c39473,0.0
MATCH_ZONE_J_OBSERVATION_ID_00d3fd8731e9eff553e10a53ef97729f,0.0
MATCH_ZONE_J_OBSERVATION_ID_00d1d6664311a5cb57c90bcf93d412c1,0.0
MATCH_ZONE_J_OBSERVATION_ID_00d1cda3bfec21df81ddca1bb2ec63ed,0.0
MATCH_ZONE_J_OBSERVATION_ID_00d01df81772770ff441d97c0aba25d0,0.0
MATCH_ZONE_J_OBSERVATION_ID_01758fd84648fff840f4a41e8870130e,0.0
MATCH_ZONE_J_OBSERVATION_ID_0176c2001a2901144755934199d5675a,0.0
MATCH_ZONE_J_OBSERVATION_ID_0182896e2828fd081f217d90cfcaee58,0.0
MATCH_ZONE_J_OBSERVATION_ID_018401b3b769101f7c1e6fb73c6c05ae,0.0
MATCH_ZONE_J_OBSERVATION_ID_01865c01a9e7a9aa4fabfd221891b7e6,0.0
MATCH_ZONE_J_OBSERVATION_ID_018c61e4c6bef4a0600c3178cd2147ae,0.0
MATCH_ZONE_J_OBSERVATION_ID_019cc924b30827b5e41903f5fb0eaa83,0.0
MATCH_ZONE_J_OBSERVATION_ID_01a5cf3492ddcd341af1f451119bf1d7,0.0
MATCH_ZONE_J_OBSERVATION_ID_01b14a9b8cbd4ac46080e421bd965c0c,0.0
MATCH_ZONE_J_OBSERVATION_ID_01b20582fc258d47063fc683b63e4077,0.0
MATCH_ZONE_J_OBSERVATION_ID_01b324b28d186b2040e18a81b8c0d1c0,0.0
MATCH_ZONE_J_OBSERVATION_ID_01b988493cfa5a41eeb7c7b3bda0c3fb,0.0
MATCH_ZONE_J_OBSERVATION_ID_01c32ad4660c9617f7a6cdf0f878ce72,0.0
MATCH_ZONE_J_OBSERVATION_ID_01c5451d6e78a44813f14ba267d71a19,0.0
MATCH_ZONE_J_OBSERVATION_ID_01c5aaaa7c82bde2f90f76ecb41afe65,0.0
MATCH_ZONE_J_OBSERVATION_ID_01cc938729325fffa07c27c3efd77910,0.0
MATCH_ZONE_J_OBSERVATION_ID_01cfffd0e67dcc8f1091acc67bbcd86a,0.0
MATCH_ZONE_J_OBSERVATION_ID_01dcb3b7d5e0799aae012b2c6e288611,0.0
MATCH_ZONE_J_OBSERVATION_ID_01e4a714fd702ab52a8ac885ffc5c70c,0.0
MATCH_ZONE_J_OBSERVATION_ID_01e8649fe8bfda786ede131554f8fa9a,0.0
MATCH_ZONE_J_OBSERVATION_ID_01eef2eec1ad2e468731ae196e0e607e,0.0
